ID,Answer,Category,Confidence,Needs Review,Question,Review Question,Scripture,Status,Suggested Page,MergeGroup,CanonicalID,AltQuestions,Publish
Q0263,"Absolutely. If you have a heart for teaching and the necessary musical skills, there may be opportunities to serve through ROL's School of Music by helping children develop their musical abilities while encouraging their personal and spiritual growth.",Families & Children,High,,I'm a musician. Can I teach children?,,,Approved,,,Q0263,,Yes
Q0265,"Yes. If you have the experience, maturity, and a heart to invest in others, there may be opportunities to mentor students and young believers. At ROLCC, we value discipleship and carefully equip mentors to encourage others in both their faith and everyday life.",Serving & Ministry,High,,Can I mentor students?,,,Approved,,,Q0265,,Yes
Q0269,"Absolutely. Serving together is a wonderful way to grow in faith as a family while blessing others. Depending on the ministry and the ages of your children, there may be opportunities for families to serve together in outreach, hospitality, community initiatives, and other church ministries.",Volunteering & Skills,High,,Can we volunteer together as a family?,,,Approved,,family-volunteer,Q0269,Can my children participate in charity activities? | Are there family volunteering opportunities? | Can teenagers volunteer? | Can families volunteer together?,Yes
Q0271,"Children learn compassion by seeing it lived out every day. As you model kindness, generosity, forgiveness, and care for others, they begin to reflect those same values. At ROLCC, we encourage families to grow together through God's Word, prayer, serving others, and opportunities to care for those in need.",Families & Children,High,,How do I teach my children compassion?,,,Approved,,,Q0271,,Yes
Q0279,"We all long for a place where we're known, valued, and encouraged. At ROLCC, we believe true belonging is found in a relationship with Jesus and in a Christ-centred community where people grow, serve, and walk through life together.",Belonging & Loneliness,High,,Where do I belong?,,,Approved,,belonging-core,Q0279,How do I find people who genuinely care? | I'm tired of feeling alone. | Can church become family? | Can church become my second family? | I want my life to matter beyond work.,Yes
Q0283,"That's okay. Faith and commitment are important decisions that shouldn't be rushed. You're welcome to attend ROLCC, ask honest questions, get to know the community, and explore the Christian faith as you seek God's leading. When you're ready to take your next step, we'll be glad to walk alongside you.",General,High,,What if I'm not ready to commit?,,,Approved,,explore-own-pace,Q0122,,No
Q0284,"Absolutely. If life feels overwhelming, you're welcome to come just as you are. At ROLCC, we hope you'll find a place to encounter God's presence, hear His Word, and be encouraged by a caring church family as you take your next step.",General,High,,Is it okay to just come and breathe?,,,Approved,,quiet-visit,Q0298,,No
Q0285,"Absolutely. Following Jesus is a lifelong journey, and spiritual growth happens one step at a time. At ROLCC, we're committed to walking alongside you through Sunday services, Cell Fellowships, Bible classes, mentoring, and opportunities to serve—encouraging you to keep taking your next step in faith.",General,High,,Can I take my faith journey one step at a time?,,,Approved,,explore-own-pace,Q0122,,No
Q0286,"At ROLCC, we want everyone to feel seen, cared for, and supported. If you're struggling, we'd encourage you not to carry it alone. Reach out to one of our pastors or leaders—we'd be honoured to listen, pray with you, and walk alongside you.",General,High,,Will someone notice if I'm struggling?,,,Approved,,,Q0286,,Yes
Q0287,"Absolutely. None of us have life completely figured out. Whether you're searching for answers, facing challenges, or simply exploring faith, you're welcome at ROLCC. Come as you are, ask honest questions, and take your next step as you grow in your relationship with God.",General,High,,Can I come even if I don't have everything figured out?,,,Approved,,explore-own-pace,Q0122,,No
Q0288,"Moving to a new city can feel overwhelming, but you don't have to do it alone. At ROLCC, you'll have opportunities to connect through Sunday services, Cell Fellowships, ministry activities, and other gatherings throughout the week, helping you build meaningful friendships and feel at home in Bangalore.",Belonging & Loneliness,High,,I'm relocating to Bangalore. How do I find community quickly?,,,Approved,,settle-bangalore,Q0288,I only know my colleagues. How do I build a life outside work? | I've lived in Bangalore for years but still don't feel at home. | How do I meet people beyond my workplace? | We moved to Bangalore for work. How do we build a family community? | Can church help me feel settled in Bangalore? | I'm relocating to Bangalore from the US/UK/Africa. Which church should I attend?,Yes
Q0290,"If your weekends feel empty, it may be an opportunity to slow down, reconnect with God, and build meaningful relationships. At ROLCC, weekends are more than just attending a service—they're an opportunity to worship, grow in God's Word, meet new people, and become part of a community that walks through life together.",General,High,,My weekends feel empty. How can I find purpose?,,,Approved,,,Q0290,,Yes
Q0293,"Absolutely. Moving to a new city can be challenging, but you don't have to navigate it alone. At ROLCC, you'll find a welcoming community where you can build friendships, grow in your faith, and connect through Cell Fellowships, church activities, and opportunities to serve as you settle into life in Bangalore.",Finding & Visiting Church,High,,Can church help me feel settled in Bangalore?,,,Approved,,settle-bangalore,Q0288,,No
Q0295,"Absolutely. You're welcome to attend ROLCC, take your time, and explore the Christian faith without feeling pressured. You're free to listen, ask honest questions, and take your next step as you seek God.",Finding & Visiting Church,High,,Can I attend without feeling pressured?,,,Approved,,,Q0295,,Yes
Q0298,"Yes. Everyone responds to worship differently. If you're not ready to participate fully, you're welcome to worship quietly, reflect on God's Word, and engage at your own pace as you grow in your relationship with Him.",Finding & Visiting Church,High,,Can I simply worship quietly?,,,Approved,,quiet-visit,Q0298,I just need a peaceful place this Sunday. | I'm socially exhausted. | I don't want to meet lots of people today. | Is it okay if I don't stay after the service? | Can I take things at my own pace? | Is it okay to just come and breathe?,Yes
Q0301,"Absolutely. You're welcome at ROLCC whether you're exploring faith, have questions, or simply want to understand Christianity. You're free to attend, listen, ask honest questions, and explore what the Bible teaches at your own pace.",Faith & Exploring Christianity,High,,Can I attend church even if I don't believe in God?,,,Approved,,faith-nonbeliever; non-christian-welcome,Q0016,Can I attend without pretending to believe? | Will people respect my questions? | Can I have conversations instead of debates? | What if I never become a Christian?,No
Q0306,"Meaningful friendships grow through shared life, not just shared interests. At ROLCC, you'll find opportunities to build genuine relationships through Cell Fellowships, serving together, prayer, and church activities throughout the week. As you grow in your faith alongside others, friendships often grow naturally too.",Belonging & Loneliness,High,,How do adults make genuine friends anymore?,,,Approved,,adult-friendship,Q0306,I know many people but don't have close friends. | I'm tired of superficial relationships.,Yes
Q0310,"Spiritual growth is best nurtured through relationships. At ROLCC, you'll have opportunities to connect with pastors, ministry leaders, and mature believers who can encourage, guide, pray with you, and help you grow in your walk with Christ.",Mentorship & Leadership,High,,Where can I find mentors?,,,Approved,,mentorship,Q0310,Do you train leaders? | Is there accountability? | Is there mentoring? | I'm looking for a spiritual mentor. | Can someone disciple me? | Who can guide me in my faith? | I'm a young leader looking for mentorship. | Can I be mentored for ministry? | How do I grow as a Christian leader? | Does your church mentor young professionals? | Can married couples receive mentoring? | Is there leadership mentoring?,Yes
Q0311,"Absolutely. Christian growth is strengthened through encouragement and accountability. At ROLCC, Cell Fellowships, mentoring, and genuine relationships provide opportunities to pray together, encourage one another, and grow faithfully in your walk with Christ.",Finding & Visiting Church,High,,Can I find accountability in church?,,,Approved,,,Q0311,,Yes
Q0318,"Absolutely. God uses ordinary people to accomplish extraordinary things. Every believer has God-given gifts, and at ROLCC there are opportunities for everyone to serve, encourage others, and make a meaningful impact as part of the body of Christ.",Finding & Visiting Church,High,,Can ordinary people make a difference in church?,,,Approved,,,Q0318,,Yes
Q0320,"Absolutely. ROL's School of Music welcomes learners of all ages. Whether you're learning for the first time, returning after a break, or hoping to serve through music, we offer training in vocals and a variety of musical instruments for children, youth, and adults.",Worship & Music,High,,Can adults learn music too?,,,Approved,,,Q0320,,Yes
Q0325,"Joining the worship ministry begins with a heart to worship God and serve His people. As you become part of the ROLCC family, grow in your faith, and develop your musical gifts, our worship leaders will guide you through the next steps, including mentoring, training, and the ministry's onboarding process.",Worship & Music,High,,How does someone become part of the worship ministry?,,,Approved,,worship-ministry,Q0325,Can I join the worship team if I'm a beginner? | Do I need experience to serve in worship? | Can my child learn worship instruments? | Can I volunteer in music before becoming a member? | Can I use my musical gifts for God? | Do you encourage children to participate in worship? | How do I become a worship leader? | Can I receive worship ministry training? | Can I join a worship team without experience?,Yes
Q0337,"True rest is more than taking time off—it begins with finding peace in God. Jesus invites us to come to Him when we're weary and burdened. At ROLCC, we encourage people to find lasting rest through God's presence, His Word, prayer, and a Christ-centred community that walks alongside one another.",Burnout & Mental Health,High,,How do I find rest beyond taking a vacation?,,,Approved,,rest-peace,Q0337,I feel successful but empty.,Yes
Q0339,"Yes. Burnout affects more than your energy—it can impact your emotional, spiritual, and physical well-being. At ROLCC, we're here to walk alongside you through prayer, biblical encouragement, pastoral care, and a supportive church community as you seek God's strength and restoration.",Burnout & Mental Health,High,,Can church help with burnout?,,,Approved,,burnout,Q0339,I feel emotionally exhausted all the time. | I'm constantly stressed. How do I find peace?,Yes
Q0343,"Prayer doesn't remove every difficulty, but it helps us bring our worries to God and find His peace in the midst of them. At ROLCC, we believe prayer, God's Word, wise support, and Christian community all play an important role as we trust God through anxious seasons.",Burnout & Mental Health,High,,Can prayer really help with anxiety?,,,Approved,,anxiety-prayer,Q0343,I don't enjoy anything anymore. | Why do I feel disconnected from everyone?,Yes
Q0344,"Absolutely. No matter how long you've been away, you're always welcome to return. At ROLCC, we'd be honoured to walk alongside you as you reconnect with God through His Word, prayer, and a caring church community.",Returning to Faith,High,,I grew up in church but drifted away. Can I come back?,,,Approved,,returning-faith,Q0344,I haven't been to church in years. Can I come back? | Will I be judged if I return after a long time? | Will people judge me for disappearing from church?,Yes
Q0345,"Start with one step. We recommend beginning with one of the Gospels, such as John or Mark, to discover who Jesus is. At ROLCC, we'd be glad to help you understand the Bible through Sunday messages, Cell Fellowships, Bible classes, and conversations with our pastors and leaders.",Returning to Faith,High,,I haven't opened a Bible in years. Where do I start?,,,Approved,,reconnect-god,Q0345,I want to reconnect with God. Where do I start? | How do I reconnect with God after years away?,Yes
Q0346,"Seasons like this can happen, but they don't have to be the end of your story. Keep seeking God through prayer, His Word, and Christian community. At ROLCC, we'd be honoured to walk alongside you as you grow closer to Him again.",Returning to Faith,High,,I don't feel close to God anymore.,,,Approved,,drifted-from-god,Q0346,Can I restart my faith journey?,Yes
Q0349,"Yes. God's grace is greater than our failures. Through Jesus Christ, forgiveness and a new beginning are available to everyone who turns to Him in faith. At ROLCC, you'll find a community that points people to the hope, mercy, and transforming love of Christ.",Returning to Faith,High,,I've made mistakes. Will God still accept me?,,,Approved,,,Q0349,,Yes
Q0351,"Yes. Church is more than a place you attend—it's a family where people worship, grow, and walk through life together. At ROLCC, our prayer is that you'll find a Christ-centred community where you feel known, encouraged, and at home as you grow in your relationship with God.",Finding & Visiting Church,High,,Can church feel like home again?,,,Approved,,,Q0351,,Yes
Q0353,"Yes. ROLCC is committed to strengthening marriages and families. We offer pastoral guidance, mentoring, marriage enrichment initiatives, parenting encouragement, Cell Fellowships, and a supportive church community to help couples grow together in their relationship with God and one another through every stage of life.",Young Families & Couples,High,,How can church support us in our marriage and family life?,,,Approved,,,Q0353,,Yes
Q0354,"Absolutely. Families with young children are always welcome at ROLCC. We provide a caring River Kids Ministry to help children learn about God in a safe and engaging environment, allowing parents to participate in the service with greater peace of mind.",Young Families & Couples,High,,We have a toddler. Can we still attend church comfortably?,,,Approved,,young-families,Q0354,"We're both working. Is there a place for our family? | We're expecting our first child. Does the church have support for young parents? | How do we balance work, marriage and church?",Yes
Q0355,"Raising children with Christian values begins at home and is strengthened through a Christ-centred church community. At ROLCC, we partner with parents by teaching God's Word, encouraging prayer, building godly friendships, and helping children develop a faith that shapes their everyday lives.",Families & Children,High,,How do we raise our children with Christian values in today's world?,,,Approved,,parenting-values,Q0355,Can my spouse and I meet other young families?,Yes
Q0360,"If you're looking for ministry opportunities in Bangalore, we'd love to help you find a place to grow and serve. At ROLCC, there are opportunities across worship, media, River Kids, outreach, hospitality, administration, prayer, discipleship, and many other ministries where you can use your God-given gifts.",Work & Calling,High,,I'm looking for ministry opportunities in Bangalore.,,,Approved,,,Q0360,,Yes
Q0361,"God's calling is often recognised as you grow in your relationship with Him, faithfully serve where you are, and receive confirmation through His Word, prayer, and wise spiritual counsel. At ROLCC, we're committed to helping you discern and develop God's calling through mentoring, ministry training, and practical opportunities to serve.",Work & Calling,High,,How do I know if God is calling me into ministry?,,,Approved,,ministry-calling,Q0361,How do I know God's purpose for my life? | I know my profession. How do I discover my calling? | Can my career be part of God's purpose? | How do I discover my spiritual gifts? | How do I know where I should serve? | Does everyone have a calling? | Is full-time ministry only for pastors? | How do I discover my ministry calling? | I feel called by God but don't know where to begin. | Is ministry only for pastors?,Yes
Q0362,"Absolutely. Many people faithfully serve God while working full-time. At ROLCC, we encourage believers to honour God through their profession, remain active in church life, and use their gifts to serve both in their workplace and through the ministries of the church.",Work & Calling,High,,Can I serve God while working a full-time job?,,,Approved,,serve-while-working,Q0362,How do I balance work and ministry? | How do I serve God while working in IT? | Can my career be part of God's calling? | Can I serve God while working full time? | How do I balance career and calling? | We both work full time. Can we still serve? | How do we balance family and ministry? | How do I grow in ministry while working professionally? | Can I serve in church without leaving my career? | Can I have a successful career and still serve God? | Can professionals be involved in ministry? | Is business also ministry?,Yes
Q0364,"Preparing for ministry begins with growing in your relationship with God, knowing His Word, and faithfully serving where He has placed you. At ROLCC, we help people prepare through Bible teaching, ministry training, mentoring, practical serving, and opportunities to develop their God-given gifts.",Serving & Ministry,High,,How do I prepare for ministry?,,,Approved,,,Q0364,,Yes
Q0365,"If you're moving to Bangalore for ministry, look for a church where Christ is at the centre, God's Word is faithfully taught, and you'll be encouraged to grow, serve, and remain accountable. If you're near HSR Layout, we'd love to welcome you to ROLCC and help you become part of our church family.",Serving & Ministry,High,,I'm moving to Bangalore for ministry. Which church should I join?,,,Approved,,,Q0365,,Yes
Q0366,"Yes. ROLCC periodically offers internship opportunities for those who want to grow in ministry, leadership, and practical church service. If you're interested, we'd be glad to discuss current opportunities and help you find a pathway that matches your calling, gifts, and stage of growth.",Ministry Training & Internships,High,,Can I intern at a church?,,,Approved,,ministry-intern,Q0366,I'm studying at a Bible college. Can I serve at your church? | I'm doing ministry training. Can I intern with your church? | Are there opportunities for ministry students? | Can I gain practical ministry experience? | Can I shadow a pastor? | Can I serve while continuing my theological studies? | Do you host ministry interns? | Which churches accept Bible college interns? | Can I intern while studying theology? | Can I gain pastoral experience? | Can I shadow pastors?,Yes
Q0368,"Many people faithfully serve God while pursuing their professional careers. At ROLCC, we encourage you to stay rooted in God's Word, be part of a Cell Fellowship, serve in ministry, and continue growing through mentoring and ministry training. We believe your profession and your ministry can work together to glorify God.",Serving & Ministry,High,,How do I grow in ministry while working professionally?,,,Approved,,serve-while-working,Q0362,,No
Q0369,"Absolutely. God calls many people to serve Him while faithfully pursuing their careers. At ROLCC, we encourage professionals to use their God-given gifts both in their workplace and in the life of the church through ministries, outreach, mentoring, and serving opportunities.",Serving & Ministry,High,,Can I serve in church without leaving my career?,,,Approved,,serve-while-working,Q0362,,No
Q0372,"Yes. Finding where you fit often takes time. At ROLCC, we're happy to help you explore different ministry opportunities, discover your gifts, and serve where your strengths, passion, and calling can make the greatest impact.",Serving & Ministry,High,,Can I volunteer in different ministries before deciding where I fit?,,,Approved,,,Q0372,,Yes
Q0380,"Absolutely. If you have a heart for children and a desire to help them grow in their faith, we'd love to help you explore opportunities to serve in our River Kids Ministry. All volunteers go through our onboarding process to help provide a safe, caring, and Christ-centred environment for every child.",Families & Children,High,,Can I assist in children's ministry?,,,Approved,,,Q0380,,Yes
Q0386,"Absolutely. Following Jesus and pursuing a successful career are not opposites. We believe God can use your profession, influence, and abilities to serve others, honour Him, and advance His Kingdom. At ROLCC, we're passionate about helping people live out their faith both at work and in everyday life.",Serving & Ministry,High,,Can I have a successful career and still serve God?,,,Approved,,serve-while-working,Q0362,,No
Q0388,"Every profession can be an opportunity to honour God. Whether you're a student, business owner, homemaker, artist, engineer, healthcare professional, teacher, or in any other field, you can glorify God by working with integrity, serving others with excellence, and reflecting the character of Christ. At ROLCC, we're passionate about helping people see their workplace as a mission field and their profession as part of God's calling for their lives.",General,High,,How do I honour God through my profession?,,,Approved,,,Q0388,,Yes
Q0390,"God can use the skills He's given you to serve His Kingdom. Whether you're in technology, business, education, healthcare, media, finance, design, law, or another profession, there are opportunities at ROLCC to use your experience to strengthen the church, serve the community, and help others grow in Christ.",Finding & Visiting Church,High,,How do I use my professional skills in church?,,,Approved,,,Q0390,,Yes
Q0396,"Absolutely. ROLCC welcomes people from every nation, culture, and background. Whether you're visiting Bangalore, studying, working, or living here, we'd be delighted to welcome you into our church family and help you feel at home.",International & Visitors,High,,Is your church welcoming to international visitors?,,,Approved,,international-welcome,Q0396,Is there an international community at your church? | Do you have people from different countries? | Will I feel welcome if I'm visiting from another country? | Can international students join the church? | Is there an international fellowship? | Can I attend while I'm in India for a few months? | I'm travelling for business. Can I attend this Sunday?,Yes
Q0398,"Absolutely. Whether you're in Bangalore for work, studies, ministry, or a short stay, you're always welcome at ROLCC. We'd be glad to have you worship with us, connect with our church family, and be part of the community during your time here.",International & Visitors,High,,Can I attend while I'm in India for a few months?,,,Approved,,international-short-stay; international-welcome,Q0396,I'm an exchange student. Can I join? | I'm working in Bangalore temporarily. Can I be part of your church? | Can I attend even if I'm only here for six months?,No
Q0404,"Absolutely. Our Cell Fellowships are open to everyone, including international students. They're a great place to build friendships, grow in your faith, ask questions, and find a supportive community while you're in Bangalore.",Serving & Ministry,High,,Can I join a small group as an international student?,,,Approved,,international-cell,Q0404,Can I volunteer while I'm in India?,Yes
Q0405,"Absolutely. If you're visiting Bangalore for business or a short trip, you're warmly welcome to join us this Sunday. Whether you're here for a few days or a few months, we'd be delighted to worship with you and help you feel at home during your stay.",International & Visitors,High,,I'm travelling for business. Can I attend this Sunday?,,,Approved,,international-business; international-welcome,Q0396,I'm visiting India. Can I attend church? | I'm in Bangalore for business. Can I attend this Sunday?,No
Q0406,"Yes. ROLCC is located in HSR Layout, making it easily accessible from Electronic City, Koramangala, Bellandur, Sarjapur Road, BTM Layout, and nearby areas. We'd love to welcome you if you're looking for a Bible-believing church in South-East Bangalore.",Finding & Visiting Church,High,,Is your church close to Electronic City / HSR / Koramangala?,,,Approved,,,Q0406,,Yes
Q0409,"Yes. Discipleship is at the heart of life at ROLCC. We help people grow as followers of Jesus through biblical teaching, Cell Fellowships, mentoring, ministry training, opportunities to serve, and walking together in Christian community.",Faith & Exploring Christianity,High,,Is there discipleship?,,,Approved,,faith-discipleship,Q0409,Do you believe in the gifts of the Holy Spirit? | Do you have systematic Bible study? | Can I grow spiritually here?,Yes
Q0417,"Yes. ROLCC offers ministry training to help believers grow in biblical understanding, leadership, practical ministry, and Christ-like character. Whether you're exploring ministry or preparing to serve, our training is designed to equip you to serve God faithfully and effectively.",Ministry Training & Internships,High,,Is there ministry training?,,,Approved,,ministry-training,Q0417,Are there churches that mentor future leaders? | Does your church mentor people who sense a call to ministry? | Does your church mentor young pastors? | Are there opportunities to preach or teach? | Does your church help develop future ministry leaders? | Does the church equip believers for ministry?,Yes
Q0423,"Absolutely. We welcome missionaries who are visiting, serving, or relocating to Bangalore. We'd be glad to connect with you, learn about your ministry, pray with you, and explore opportunities for fellowship and partnership where appropriate.",Serving & Ministry,High,,Can missionaries connect with your church?,,,Approved,,,Q0423,,Yes
Q0438,"Absolutely. Ministry isn't limited to pastors or full-time church staff. At ROLCC, we encourage professionals from every field to use their God-given skills and experience to serve God's Kingdom. Whether you're an engineer, doctor, teacher, entrepreneur, designer, accountant, media professional, or in any other profession, your gifts can make a meaningful impact both inside and outside the church.",Serving & Ministry,High,,Can professionals be involved in ministry?,,,Approved,,serve-while-working,Q0362,,No
Q0440,"Yes. Every honest profession can become a ministry when it is done to honour God and serve others. Whether you're running a business, working in an office, teaching, caring for patients, building technology, or serving in any other field, your workplace can be a place to reflect Christ's character and share His love. At ROLCC, we're passionate about helping people see their everyday work as part of God's calling.",Serving & Ministry,High,,Is business also ministry?,,,Approved,,serve-while-working,Q0362,,No
Q0445,"Working for a church is more than a job—it's an opportunity to use your skills to serve God's Kingdom. At ROLCC, we occasionally have opportunities in areas such as administration, media, finance, teaching, operations, and ministry. If you're interested in joining our team, we'd be glad to help you explore current opportunities and where your gifts and experience may best fit.",Serving & Ministry,High,,How do I work for a church?,,,Approved,,,Q0445,,Yes
Q0446,"The qualifications depend on the role. While some ministries require specific skills or experience, what matters most is a growing relationship with Jesus, a servant's heart, integrity, and a willingness to learn. At ROLCC, we consider both character and capability, and we'll help you find a role that matches your gifts, experience, and stage of spiritual growth.",Serving & Ministry,High,,What qualifications do churches look for?,,,Approved,,,Q0446,,Yes
Q0447,"Yes. ROLCC has opportunities to serve in church administration and other support ministries. If you have skills in administration, coordination, communication, finance, operations, or related areas, we'd be glad to help you explore how your gifts can be used to serve the church. Depending on the role, some positions are voluntary while others may be part of our ministry staff.",Serving & Ministry,High,,Can I work in church administration?,,,Approved,,,Q0447,,Yes
Q0462,"If you're relocating to Bangalore, finding a church where you can grow spiritually and build meaningful relationships is an important part of settling in. If you'll be living near HSR Layout or South-East Bangalore, we'd love to welcome you to ROLCC. Our church family includes people from across India and around the world, making it easy to find community, grow in your faith, and feel at home.",International & Visitors,High,,I'm relocating to Bangalore from the US/UK/Africa. Which church should I attend?,,,Approved,,international-relocate; settle-bangalore,Q0288,I'm new to Bangalore. Can this church help me settle in? | 'm new to Bangalore. Can I attend your church?,No
